Driverid (Truck Mileage),Rdate,Truckid (Truck Mileage),Gas,Miles,Mpg
A36,jun11,A36,2627,10030,3.818043396
A36,may11,A36,2627,11851,4.511229539
A36,apr11,A36,2627,13480,5.131328512
A36,mar11,A36,2627,14062,5.352874001
A36,feb11,A36,2627,8949,3.406547392
A36,jan11,A36,2627,14507,5.522268748
A36,dec10,A36,2627,10921,4.157213552
A36,nov10,A36,2627,14247,5.423296536
A36,oct10,A36,2627,10845,4.128283213
A36,sep10,A36,2627,13574,5.167110773
A36,aug10,A36,2627,11461,4.362771222
A36,jul10,A36,2627,9972,3.795964979
A36,jun10,A36,2627,9001,3.426341835
A36,may10,A36,2627,11156,4.246669204
A36,apr10,A36,2627,11129,4.236391321
A36,mar10,A36,2627,10581,4.027788352
A36,feb10,A36,2627,12927,4.920822231
A36,jan10,A36,2627,12825,4.881994671
A36,dec09,A36,2627,9286,3.534830605
A36,nov09,A36,2627,10714,4.078416445
A36,oct09,A36,2627,12328,4.692805482
A36,sep09,A36,2627,11854,4.512371526
A36,aug09,A36,2627,13830,5.264560335
A36,jul09,A36,2627,9302,3.540921203
A36,jun09,A36,2627,14370,5.470118005
A36,may09,A36,2627,10479,3.988960792
A36,apr09,A36,2627,11678,4.445374952
A36,mar09,A36,2627,13997,5.328130948
A36,feb09,A36,2627,14313,5.448420251
A36,jan09,A36,2627,15252,5.805862200
A37,jun13,A37,3316,14819,4.468938480
A37,may13,A37,2344,10340,4.411262799
A37,apr13,A37,2339,11356,4.855066268
A37,mar13,A37,3036,14364,4.731225296
A37,feb13,A37,2434,11410,4.687756779
A37,jan13,A37,2794,13413,4.800644238
A37,dec12,A37,1771,9683,5.467532468
A37,nov12,A37,3155,15055,4.771790808
A37,oct12,A37,2828,13972,4.940594059
A37,sep12,A37,1776,10006,5.634009009
A37,aug12,A37,2730,15706,5.753113553
A37,jul12,A37,2779,13537,4.871176682
A37,jun12,A37,2763,12621,4.567861021
A37,may12,A37,2993,13358,4.463080521
A37,apr12,A37,2088,9195,4.403735632
A37,mar12,A37,1718,9413,5.479045402
A37,feb12,A37,3110,13433,4.319292605
A37,jan12,A37,2727,12459,4.568756876
A37,dec11,A37,2039,10496,5.147621383
A37,nov11,A37,2168,9261,4.271678967
A37,oct11,A37,2125,10768,5.067294118
A37,sep11,A37,2322,12403,5.341515935
A37,aug11,A37,1803,10466,5.804769828
A37,jul11,A37,2889,12656,4.380754586
A37,jun11,A37,2274,12334,5.423922603
A37,may11,A37,2274,9163,4.029463500
A37,apr11,A37,2274,11632,5.115215479
A37,mar11,A37,2274,14300,6.288478452
A37,feb11,A37,2274,9267,4.075197889
A37,jan11,A37,2274,11645,5.120932278
A37,dec10,A37,2274,12399,5.452506596
A37,nov10,A37,2274,11896,5.231310466
A37,oct10,A37,2274,9639,4.238786280
A37,sep10,A37,2274,11030,4.850483729
A37,aug10,A37,2274,11835,5.204485488
A37,jul10,A37,2274,14283,6.281002639
A37,jun10,A37,2274,10678,4.695690413
A37,may10,A37,2274,10397,4.572119613
A37,apr10,A37,2274,13638,5.997361478
A37,mar10,A37,2274,14703,6.465699208
A37,feb10,A37,2274,12359,5.434916447
A37,jan10,A37,2274,15324,6.738786280
A37,dec09,A37,2274,11305,4.971416007
A37,nov09,A37,2274,10378,4.563764292
A37,oct09,A37,2274,12915,5.679419525
A37,sep09,A37,2274,11651,5.123570800
A37,aug09,A37,2274,10804,4.751099384
A37,jul09,A37,2274,11428,5.025505717
A37,jun09,A37,2274,8416,3.700967458
A37,may09,A37,2274,13035,5.732189974
A37,apr09,A37,2274,10543,4.636323659
A37,mar09,A37,2274,12482,5.489006157
A37,feb09,A37,2274,10373,4.561565523
A37,jan09,A37,2274,14110,6.204925242
A38,jun13,A38,2414,13834,5.730737365
A38,may13,A38,2460,14089,5.727235772
A38,apr13,A38,2834,13361,4.714537756
A38,mar13,A38,2817,12859,4.564785233
A38,feb13,A38,3277,13595,4.148611535
A38,jan13,A38,2134,10045,4.707122774
A38,dec12,A38,3094,15277,4.937621202
A38,nov12,A38,2708,14651,5.410265879
A38,oct12,A38,2224,10701,4.811600719
A38,sep12,A38,2031,9952,4.900049237
A38,aug12,A38,1833,10132,5.527550464
A38,jul12,A38,2341,11305,4.829132849
A38,jun12,A38,3112,15194,4.882390746
A38,may12,A38,2618,13667,5.220397250
A38,apr12,A38,2326,13271,5.705503009
A38,mar12,A38,2003,10269,5.126809785
A38,feb12,A38,2813,15264,5.426235336
A38,jan12,A38,2045,10239,5.006845966
A38,dec11,A38,3233,14594,4.514073616
A38,nov11,A38,2386,11314,4.741827326
A38,oct11,A38,2391,11937,4.992471769
A38,sep11,A38,1895,10395,5.485488127
A38,aug11,A38,2931,12736,4.345274650
A38,jul11,A38,1662,8846,5.322503008
A38,jun11,A38,1776,12186,6.861486486
A38,may11,A38,1776,13267,7.470157658
A38,apr11,A38,1776,13759,7.747184685
A38,mar11,A38,1776,13779,7.758445946
A38,feb11,A38,1776,11840,6.666666667
A38,jan11,A38,1776,10430,5.872747748
A38,dec10,A38,1776,12015,6.765202703
A38,nov10,A38,1776,9379,5.280968468
A38,oct10,A38,1776,13081,7.365427928
A38,sep10,A38,1776,15030,8.462837838
A38,aug10,A38,1776,13322,7.501126126
A38,jul10,A38,1776,10731,6.042229730
A38,jun10,A38,1776,14544,8.189189189
A38,may10,A38,1776,10337,5.820382883
A38,apr10,A38,1776,8512,4.792792793
A38,mar10,A38,1776,15146,8.528153153
A38,feb10,A38,1776,8521,4.797860360
A38,jan10,A38,1776,9799,5.517454955
A38,dec09,A38,1776,10368,5.837837838
A38,nov09,A38,1776,13271,7.472409910
A38,oct09,A38,1776,14435,8.127815315
A38,sep09,A38,1776,12958,7.296171171
A38,aug09,A38,1776,9691,5.456644144
A38,jul09,A38,1776,10068,5.668918919
A38,jun09,A38,1776,11678,6.575450450
A38,may09,A38,1776,13240,7.454954955
A38,apr09,A38,1776,11470,6.458333333
A38,mar09,A38,1776,9727,5.476914414
A38,feb09,A38,1776,9287,5.229166667
A38,jan09,A38,1776,11099,6.249436937
A39,jun13,A39,2896,13752,4.748618785
A39,may13,A39,2075,10192,4.911807229
A39,apr13,A39,2340,11002,4.701709402
A39,mar13,A39,2535,12372,4.880473373
A39,feb13,A39,2143,11579,5.403173122
A39,jan13,A39,2965,12275,4.139966273
A39,dec12,A39,2407,12711,5.280847528
A39,nov12,A39,2246,11363,5.059216385
A39,oct12,A39,2611,11153,4.271543470
A39,sep12,A39,2828,14634,5.174681754
A39,aug12,A39,2266,12857,5.673874669
A39,jul12,A39,2918,13746,4.710760795
A39,jun12,A39,1833,9784,5.337697763
A39,may12,A39,2639,13021,4.934065934
A39,apr12,A39,2684,13891,5.175484352
A39,mar12,A39,2982,14227,4.770959088
A39,feb12,A39,1983,10151,5.119011599
A39,jan12,A39,2262,12306,5.440318302
A39,dec11,A39,2909,13369,4.595737367
A39,nov11,A39,1669,8254,4.945476333
A39,oct11,A39,2273,10544,4.638803344
A39,sep11,A39,2231,10718,4.804123711
A39,aug11,A39,2187,11936,5.457704618
A39,jul11,A39,2242,10266,4.578947368
A39,jun11,A39,2448,14673,5.993872549
A39,may11,A39,2448,11455,4.679330065
A39,apr11,A39,2448,12056,4.924836601
A39,mar11,A39,2448,10550,4.309640523
A39,feb11,A39,2448,14400,5.882352941
A39,jan11,A39,2448,14863,6.071486928
A39,dec10,A39,2448,11462,4.682189542
A39,nov10,A39,2448,9508,3.883986928
A39,oct10,A39,2448,10816,4.418300654
A39,sep10,A39,2448,10707,4.373774510
A39,aug10,A39,2448,13758,5.620098039
A39,jul10,A39,2448,11820,4.828431373
A39,jun10,A39,2448,11174,4.564542484
A39,may10,A39,2448,10277,4.198120915
A39,apr10,A39,2448,9302,3.799836601
A39,mar10,A39,2448,9954,4.066176471
A39,feb10,A39,2448,13817,5.644199346
A39,jan10,A39,2448,15006,6.129901961
A39,dec09,A39,2448,13372,5.462418301
A39,nov09,A39,2448,10437,4.263480392
A39,oct09,A39,2448,12021,4.910539216
A39,sep09,A39,2448,13718,5.603758170
A39,aug09,A39,2448,11290,4.611928105
A39,jul09,A39,2448,10812,4.416666667
A39,jun09,A39,2448,11499,4.697303922
A39,may09,A39,2448,13854,5.659313725
A39,apr09,A39,2448,11717,4.786356209
A39,mar09,A39,2448,14046,5.737745098
A39,feb09,A39,2448,12579,5.138480392
A39,jan09,A39,2448,15371,6.279003268
A40,jun13,A40,2630,10876,4.135361217
A40,may13,A40,2871,13075,4.554162313
A40,apr13,A40,2858,14530,5.083974808
A40,mar13,A40,2543,14391,5.659064098
A40,feb13,A40,1846,9270,5.021668472
A40,jan13,A40,2647,14067,5.314318096
A40,dec12,A40,1850,10167,5.495675676
A40,nov12,A40,3272,15077,4.607885086
A40,oct12,A40,2482,10601,4.271152297
A40,sep12,A40,1877,10003,5.329248801
A40,aug12,A40,3224,14275,4.427729529
A40,jul12,A40,2233,10920,4.890282132
A40,jun12,A40,2606,10873,4.172294705
A40,may12,A40,1984,11792,5.943548387
A40,apr12,A40,2923,13822,4.728703387
A40,mar12,A40,2936,14574,4.963896458
A40,feb12,A40,3086,13892,4.501620220
A40,jan12,A40,2806,12010,4.280114041
A40,dec11,A40,2010,9984,4.967164179
A40,nov11,A40,2426,10872,4.481450948
A40,oct11,A40,2327,10821,4.650193382
A40,sep11,A40,2539,12761,5.025994486
A40,aug11,A40,1967,10718,5.448906965
A40,jul11,A40,1904,10257,5.387079832
A40,jun11,A40,1795,12709,7.080222841
A40,may11,A40,1795,12541,6.986629526
A40,apr11,A40,1795,9486,5.284679666
A40,mar11,A40,1795,10748,5.987743733
A40,feb11,A40,1795,14225,7.924791086
A40,jan11,A40,1795,11253,6.269080780
A40,dec10,A40,1795,12416,6.916991643
A40,nov10,A40,1795,12482,6.953760446
A40,oct10,A40,1795,12628,7.035097493
A40,sep10,A40,1795,14313,7.973816156
A40,aug10,A40,1795,13269,7.392200557
A40,jul10,A40,1795,13771,7.671866295
A40,jun10,A40,1795,14272,7.950974930
A40,may10,A40,1795,10628,5.920891365
A40,apr10,A40,1795,9996,5.568802228
A40,mar10,A40,1795,9152,5.098607242
A40,feb10,A40,1795,11494,6.403342618
A40,jan10,A40,1795,11389,6.344846797
A40,dec09,A40,1795,15800,8.802228412
A40,nov09,A40,1795,9323,5.193871866
A40,oct09,A40,1795,8767,4.884122563
A40,sep09,A40,1795,10324,5.751532033
A40,aug09,A40,1795,10863,6.051810585
A40,jul09,A40,1795,9396,5.234540390
A40,jun09,A40,1795,11858,6.606128134
A40,may09,A40,1795,13425,7.479108635
A40,apr09,A40,1795,11135,6.203342618
A40,mar09,A40,1795,11780,6.562674095
A40,feb09,A40,1795,12630,7.036211699
A40,jan09,A40,1795,11425,6.364902507
A41,jun13,A41,1636,8490,5.189486553
A41,may13,A41,1969,11233,5.704926359
A41,apr13,A41,2471,11797,4.774180494
A41,mar13,A41,2028,8686,4.283037475
A41,feb13,A41,2300,10657,4.633478261
A41,jan13,A41,2906,13362,4.598072953
A41,dec12,A41,2723,13217,4.853837679
A41,nov12,A41,2447,11521,4.708214140
A41,oct12,A41,2174,9374,4.311867525
A41,sep12,A41,3323,14524,4.370749323
A41,aug12,A41,1908,10598,5.554507338
A41,jul12,A41,2640,15076,5.710606061
A41,jun12,A41,2177,10862,4.989435002
A41,may12,A41,2119,11368,5.364794714
A41,apr12,A41,2590,11767,4.543243243
A41,mar12,A41,2984,13069,4.379691689
A41,feb12,A41,2557,11744,4.592882284
A41,jan12,A41,1817,8954,4.927903137
A41,dec11,A41,1684,9699,5.759501188
A41,nov11,A41,2378,10002,4.206055509
A41,oct11,A41,1831,10523,5.747132714
A41,sep11,A41,3246,14165,4.363832409
A41,aug11,A41,2715,14596,5.376058932
A41,jul11,A41,2128,11773,5.532424812
A41,jun11,A41,2474,9553,3.861358124
A41,may11,A41,2474,14601,5.901778496
A41,apr11,A41,2474,13099,5.294664511
A41,mar11,A41,2474,10123,4.091754244
A41,feb11,A41,2474,10757,4.348019402
A41,jan11,A41,2474,14501,5.861358124
A41,dec10,A41,2474,8320,3.362974939
A41,nov10,A41,2474,11709,4.732821342
A41,oct10,A41,2474,13578,5.488278092
A41,sep10,A41,2474,10359,4.187146322
A41,aug10,A41,2474,13613,5.502425222
A41,jul10,A41,2474,12157,4.913904608
A41,jun10,A41,2474,11401,4.608326597
A41,may10,A41,2474,12025,4.860549717
A41,apr10,A41,2474,10993,4.443411479
A41,mar10,A41,2474,11123,4.495957963
A41,feb10,A41,2474,12200,4.931285368
A41,jan10,A41,2474,10989,4.441794665
A41,dec09,A41,2474,11015,4.452303961
A41,nov09,A41,2474,13817,5.584882781
A41,oct09,A41,2474,11007,4.449070331
A41,sep09,A41,2474,12311,4.976151981
A41,aug09,A41,2474,10363,4.188763137
A41,jul09,A41,2474,12750,5.153597413
A41,jun09,A41,2474,10915,4.411883589
A41,may09,A41,2474,11178,4.518189167
A41,apr09,A41,2474,13218,5.342764753
A41,mar09,A41,2474,11302,4.568310428
A41,feb09,A41,2474,13974,5.648342765
A41,jan09,A41,2474,12596,5.091350040
A42,jun13,A42,1989,9734,4.893916541
A42,may13,A42,2448,11259,4.599264706
A42,apr13,A42,2599,12425,4.780684879
A42,mar13,A42,2457,12691,5.165242165
A42,feb13,A42,2648,12513,4.725453172
A42,jan13,A42,2350,11976,5.096170213
A42,dec12,A42,2245,10052,4.477505568
A42,nov12,A42,1815,9773,5.384573003
A42,oct12,A42,2097,10120,4.825941822
A42,sep12,A42,1717,9010,5.247524752
A42,aug12,A42,2577,11787,4.573923166
A42,jul12,A42,2623,14061,5.360655738
A42,jun12,A42,2931,13672,4.664619584
A42,may12,A42,1954,9583,4.904298874
A42,apr12,A42,2462,14111,5.731519090
A42,mar12,A42,1923,11128,5.786791472
A42,feb12,A42,2954,14091,4.770142180
A42,jan12,A42,1863,10170,5.458937198
A42,dec11,A42,2011,10049,4.997016410
A42,nov11,A42,2348,12910,5.498296422
A42,oct11,A42,2555,12824,5.019178082
A42,sep11,A42,2095,10538,5.030071599
A42,aug11,A42,1974,9799,4.964032421
A42,jul11,A42,1630,8967,5.501226994
A42,jun11,A42,2896,11979,4.136395028
A42,may11,A42,2896,13846,4.781077348
A42,apr11,A42,2896,14111,4.872582873
A42,mar11,A42,2896,10199,3.521754144
A42,feb11,A42,2896,8981,3.101174033
A42,jan11,A42,2896,11645,4.021063536
A42,dec10,A42,2896,13172,4.548342541
A42,nov10,A42,2896,10868,3.752762431
A42,oct10,A42,2896,10124,3.495856354
A42,sep10,A42,2896,14150,4.886049724
A42,aug10,A42,2896,9072,3.132596685
A42,jul10,A42,2896,13019,4.495511050
A42,jun10,A42,2896,10753,3.713052486
A42,may10,A42,2896,14088,4.864640884
A42,apr10,A42,2896,9255,3.195787293
A42,mar10,A42,2896,8918,3.079419890
A42,feb10,A42,2896,14804,5.111878453
A42,jan10,A42,2896,13385,4.621892265
A42,dec09,A42,2896,10832,3.740331492
A42,nov09,A42,2896,15429,5.327693370
A42,oct09,A42,2896,11084,3.827348066
A42,sep09,A42,2896,10104,3.488950276
A42,aug09,A42,2896,13114,4.528314917
A42,jul09,A42,2896,11106,3.834944751
A42,jun09,A42,2896,10816,3.734806630
A42,may09,A42,2896,13942,4.814226519
A42,apr09,A42,2896,12693,4.382941989
A42,mar09,A42,2896,12011,4.147444751
A42,feb09,A42,2896,15231,5.259323204
A42,jan09,A42,2896,12488,4.312154696
A43,jun13,A43,2472,11657,4.715614887
A43,may13,A43,2711,13262,4.891921800
A43,apr13,A43,1731,8430,4.870017331
A43,mar13,A43,1931,9451,4.894355256
A43,feb13,A43,2653,14449,5.446287222
A43,jan13,A43,1659,8464,5.101868596
A43,dec12,A43,2199,11934,5.427012278
A43,nov12,A43,1974,9231,4.676291793
A43,oct12,A43,2548,12932,5.075353218
A43,sep12,A43,1845,10351,5.610298103
A43,aug12,A43,1998,9966,4.987987988
A43,jul12,A43,1979,11062,5.589691764
A43,jun12,A43,2218,11628,5.242560866
A43,may12,A43,2186,10345,4.732387923
A43,apr12,A43,2699,13682,5.069284920
A43,mar12,A43,2645,13651,5.161058601
A43,feb12,A43,2258,11173,4.948184234
A43,jan12,A43,1805,9042,5.009418283
A43,dec11,A43,2032,10992,5.409448819
A43,nov11,A43,1909,9902,5.187008905
A43,oct11,A43,2930,15757,5.377815700
A43,sep11,A43,2167,11178,5.158283341
A43,aug11,A43,2127,10115,4.755524213
A43,jul11,A43,1796,8946,4.981069042
A43,jun11,A43,3180,13884,4.366037736
A43,may11,A43,3180,14512,4.563522013
A43,apr11,A43,3180,9331,2.934276730
A43,mar11,A43,3180,10032,3.154716981
A43,feb11,A43,3180,12455,3.916666667
A43,jan11,A43,3180,14403,4.529245283
A43,dec10,A43,3180,13774,4.331446541
A43,nov10,A43,3180,11178,3.515094340
A43,oct10,A43,3180,10304,3.240251572
A43,sep10,A43,3180,12616,3.967295597
A43,aug10,A43,3180,15490,4.871069182
A43,jul10,A43,3180,14312,4.500628931
A43,jun10,A43,3180,9565,3.007861635
A43,may10,A43,3180,15304,4.812578616
A43,apr10,A43,3180,10335,3.25
A43,mar10,A43,3180,13543,4.258805031
A43,feb10,A43,3180,9384,2.950943396
A43,jan10,A43,3180,14721,4.629245283
A43,dec09,A43,3180,13117,4.124842767
A43,nov09,A43,3180,13944,4.384905660
A43,oct09,A43,3180,14506,4.561635220
A43,sep09,A43,3180,15316,4.816352201
A43,aug09,A43,3180,13632,4.286792453
A43,jul09,A43,3180,9292,2.922012579
A43,jun09,A43,3180,13154,4.136477987
A43,may09,A43,3180,10626,3.341509434
A43,apr09,A43,3180,10107,3.178301887
A43,mar09,A43,3180,9744,3.064150943
A43,feb09,A43,3180,14698,4.622012579
A43,jan09,A43,3180,9354,2.941509434
A44,jun13,A44,2959,13505,4.564041906
A44,may13,A44,2872,14594,5.081476323
A44,apr13,A44,1874,9611,5.128601921
A44,mar13,A44,2158,10790,5
A44,feb13,A44,2257,10948,4.850686752
A44,jan13,A44,2022,11584,5.728981207
A44,dec12,A44,1905,11057,5.804199475
A44,nov12,A44,1946,9926,5.100719424
A44,oct12,A44,1818,9817,5.399889989
A44,sep12,A44,2634,14918,5.663629461
A44,aug12,A44,2781,12784,4.596907587
A44,jul12,A44,2634,14404,5.468488990
A44,jun12,A44,2130,11294,5.302347418
A44,may12,A44,2151,11873,5.519758252
A44,apr12,A44,2047,11074,5.409868100
A44,mar12,A44,2457,13453,5.475376475
A44,feb12,A44,2971,15209,5.119151801
A44,jan12,A44,2798,12159,4.345604003
A44,dec11,A44,2165,10901,5.035103926
A44,nov11,A44,2911,14318,4.918584679
A44,oct11,A44,2455,12187,4.964154786
A44,sep11,A44,2116,11788,5.570888469
A44,aug11,A44,1928,10332,5.358921162
A44,jul11,A44,2989,14462,4.838407494
A44,jun11,A44,2450,11934,4.871020408
A44,may11,A44,2450,13156,5.369795918
A44,apr11,A44,2450,13091,5.343265306
A44,mar11,A44,2450,10348,4.223673469
A44,feb11,A44,2450,9873,4.029795918
A44,jan11,A44,2450,12618,5.150204082
A44,dec10,A44,2450,9638,3.933877551
A44,nov10,A44,2450,14510,5.922448980
A44,oct10,A44,2450,10507,4.288571429
A44,sep10,A44,2450,12211,4.984081633
A44,aug10,A44,2450,11370,4.640816327
A44,jul10,A44,2450,14326,5.847346939
A44,jun10,A44,2450,13395,5.467346939
A44,may10,A44,2450,13374,5.458775510
A44,apr10,A44,2450,12498,5.101224490
A44,mar10,A44,2450,11138,4.546122449
A44,feb10,A44,2450,10364,4.230204082
A44,jan10,A44,2450,13593,5.548163265
A44,dec09,A44,2450,10701,4.367755102
A44,nov09,A44,2450,10762,4.392653061
A44,oct09,A44,2450,10382,4.237551020
A44,sep09,A44,2450,13380,5.461224490
A44,aug09,A44,2450,13336,5.443265306
A44,jul09,A44,2450,10823,4.417551020
A44,jun09,A44,2450,13148,5.366530612
A44,may09,A44,2450,13093,5.344081633
A44,apr09,A44,2450,11660,4.759183673
A44,mar09,A44,2450,9555,3.9
A44,feb09,A44,2450,10489,4.281224490
A44,jan09,A44,2450,14338,5.852244898
A45,jun13,A45,2035,10591,5.204422604
A45,may13,A45,2573,12738,4.950641275
A45,apr13,A45,2059,10178,4.943176299
A45,mar13,A45,2788,11958,4.289096126
A45,feb13,A45,2044,10786,5.276908023
A45,jan13,A45,3155,14155,4.486529319
A45,dec12,A45,2567,12958,5.047915855
A45,nov12,A45,2174,11072,5.092916283
A45,oct12,A45,2604,13814,5.304915515
A45,sep12,A45,2177,10720,4.924207625
A45,aug12,A45,3401,14956,4.397530138
A45,jul12,A45,1781,9176,5.152161707
A45,jun12,A45,2924,14687,5.022913817
A45,may12,A45,2114,10148,4.800378430
A45,apr12,A45,2427,12650,5.212196127
A45,mar12,A45,2579,14208,5.509112059
A45,feb12,A45,2742,11629,4.241064916
A45,jan12,A45,2104,9272,4.406844106
A45,dec11,A45,2567,13327,5.191663420
A45,nov11,A45,2107,9913,4.704793545
A45,oct11,A45,1815,9577,5.276584022
A45,sep11,A45,2831,12779,4.513952667
A45,aug11,A45,2176,9922,4.559742647
A45,jul11,A45,2312,10337,4.471020761
A45,jun11,A45,2171,10810,4.979272225
A45,may11,A45,2171,10129,4.665591893
A45,apr11,A45,2171,12674,5.837862736
A45,mar11,A45,2171,10558,4.863196684
A45,feb11,A45,2171,14549,6.701520037
A45,jan11,A45,2171,13725,6.321971442
A45,dec10,A45,2171,9583,4.414094887
A45,nov10,A45,2171,9903,4.561492400
A45,oct10,A45,2171,10221,4.707968678
A45,sep10,A45,2171,12687,5.843850760
A45,aug10,A45,2171,14155,6.520036849
A45,jul10,A45,2171,14583,6.717181023
A45,jun10,A45,2171,11925,5.492860433
A45,may10,A45,2171,13441,6.191156149
A45,apr10,A45,2171,10521,4.846153846
A45,mar10,A45,2171,9696,4.466144634
A45,feb10,A45,2171,11831,5.449562414
A45,jan10,A45,2171,13206,6.082911101
A45,dec09,A45,2171,9754,4.492860433
A45,nov09,A45,2171,10803,4.976047904
A45,oct09,A45,2171,12035,5.543528328
A45,sep09,A45,2171,13071,6.020727775
A45,aug09,A45,2171,13563,6.247351451
A45,jul09,A45,2171,12621,5.813450023
A45,jun09,A45,2171,12385,5.704744357
A45,may09,A45,2171,11891,5.477199447
A45,apr09,A45,2171,10461,4.818516813
A45,mar09,A45,2171,9828,4.526946108
A45,feb09,A45,2171,11547,5.318747121
A45,jan09,A45,2171,14497,6.677567941
A46,jun13,A46,3104,14498,4.670747423
A46,may13,A46,2435,14035,5.763860370
A46,apr13,A46,2253,12628,5.604971150
A46,mar13,A46,1695,8852,5.222418879
A46,feb13,A46,2113,11328,5.361097965
A46,jan13,A46,2189,11708,5.348560987
A46,dec12,A46,1865,9448,5.065951743
A46,nov12,A46,2164,10734,4.960258780
A46,oct12,A46,1891,9646,5.101004759
A46,sep12,A46,2511,13402,5.337315810
A46,aug12,A46,2360,12438,5.270338983
A46,jul12,A46,2599,13448,5.174297807
A46,jun12,A46,1757,9371,5.333523051
A46,may12,A46,2281,11001,4.822884700
A46,apr12,A46,2065,9635,4.665859564
A46,mar12,A46,2923,15027,5.140951078
A46,feb12,A46,2538,12888,5.078014184
A46,jan12,A46,2211,11793,5.333785617
A46,dec11,A46,2054,10289,5.009250243
A46,nov11,A46,2435,10847,4.454620123
A46,oct11,A46,1939,9659,4.981433729
A46,sep11,A46,2233,9749,4.365875504
A46,aug11,A46,1641,8638,5.263863498
A46,jul11,A46,1575,9227,5.858412698
A46,jun11,A46,2422,11324,4.675474814
A46,may11,A46,2422,10572,4.364987614
A46,apr11,A46,2422,14058,5.804293972
A46,mar11,A46,2422,11793,4.869116433
A46,feb11,A46,2422,9662,3.989265070
A46,jan11,A46,2422,12429,5.131709331
A46,dec10,A46,2422,10260,4.236168456
A46,nov10,A46,2422,13081,5.400908340
A46,oct10,A46,2422,12650,5.222956235
A46,sep10,A46,2422,15085,6.228323699
A46,aug10,A46,2422,12060,4.979355904
A46,jul10,A46,2422,9132,3.770437655
A46,jun10,A46,2422,14182,5.855491329
A46,may10,A46,2422,15704,6.483897605
